,t,A,A_err
0,2455260.87976,1.00739548481125,0.0037113905174045447
1,2455261.81072,1.001843765724025,0.0036909371821590153
2,2455262.84831,0.9935735005868448,0.005490718021667507
3,2455265.86523,1.0101828705448324,0.0037216596491764786
4,2455266.81156,1.0,0.0036841444828392134
5,2455267.83879,1.00832375776155,0.003714810409072844
6,2455268.84123,1.001843765724025,0.0036909371821590153
7,2455269.8049,1.0036909309200965,0.0036977424056250374
8,2455270.81056,1.0027669229965872,0.0036943382269315483
9,2455271.80608,1.00832375776155,0.003714810409072844
10,2455272.81126,1.0036909309200965,0.0036977424056250374
11,2455273.79625,1.0027669229965872,0.0036943382269315483
12,2455274.81475,1.0009214583192954,0.0036875392684224684
13,2455275.80107,1.001843765724025,0.0036909371821590153
14,2455276.77925,1.00739548481125,0.0037113905174045447
15,2455276.90674,1.0036909309200965,0.0036977424056250374
16,2455277.81581,0.9990793899844607,0.0036807528225296093
17,2455278.81137,0.9990793899844607,0.0036807528225296093
18,2455279.81261,1.0036909309200965,0.004622183888545461
19,2455280.81924,0.9990793899844607,0.0036807528225296093
20,2455281.79917,1.001843765724025,0.0036909371821590153
21,2455282.82189,0.9981596274917236,0.003677364284616458
22,2455283.782,1.001843765724025,0.0036909371821590153
23,2455283.87332,1.0,0.0036841444828392134
24,2455284.78761,0.9981596274917236,0.003677364284616458
25,2455285.77846,0.9990793899844607,0.0036807528225296093
26,2455285.90844,1.0027669229965872,0.0036943382269315483
27,2455286.79404,1.00739548481125,0.004639244049978175
28,2455287.84723,0.9990793899844607,0.0036807528225296093
29,2455288.77261,1.0027669229965872,0.0036943382269315483
30,2455289.82447,0.9963226419544164,0.003670596564484152
31,2455293.8524,1.0046157902783943,0.003701149721127339
32,2455294.76021,1.0036909309200965,0.0036977424056250374
33,2455294.79728,1.0009214583192954,0.002765651714186468
34,2455294.83469,1.00739548481125,0.0037113905174045447
35,2455294.86478,1.001843765724025,0.002768200146966826
36,2455294.90579,1.001843765724025,0.002768200146966826
37,2455295.76169,1.0,0.0036841444828392134
38,2455295.80017,0.994489037154792,0.0036638412994779435
39,2455295.83811,1.0046157902783943,0.003701149721127339
40,2455295.87625,1.0027669229965872,0.0027707509280217035
41,2455295.91527,0.9981596274917236,0.003677364284616458
42,2455296.80526,0.9981596274917236,0.002758020483884571
43,2455296.83975,1.0027669229965872,0.0027707509280217035
44,2455296.87753,0.9990793899844607,0.0027605618848042246
45,2455297.75858,1.0009214583192954,0.002765651714186468
46,2455297.79858,1.0027669229965872,0.0036943382269315483
47,2455297.83649,1.0046157902783943,0.002775859543612591
48,2455297.87453,0.9963226419544164,0.002752944698808768
49,2455297.91345,1.0027669229965872,0.0027707509280217035
50,2455298.7994,1.0,0.0036841444828392134
51,2455298.83714,0.9954054173515262,0.0036672173765239235
52,2455298.87535,1.0,0.0036841444828392134
53,2455298.91489,0.9963226419544164,0.003670596564484152
54,2455299.74624,0.9954054173515262,0.0027504103103467847
55,2455299.78385,1.0036909309200965,0.002773304059515036
56,2455299.82158,1.0046157902783943,0.002775859543612591
57,2455299.85956,1.0027669229965872,0.0027707509280217035
58,2455299.89998,1.0046157902783943,0.002775859543612591
59,2455300.85501,1.0036909309200965,0.002773304059515036
60,2455300.89565,1.0009214583192954,0.0036875392684224684
61,2455301.75067,1.0027669229965872,0.0036943382269315483
62,2455301.78835,1.0036909309200965,0.002773304059515036
63,2455301.82566,0.9972407117415494,0.0036739788662252804
64,2455301.86388,0.9954054173515262,0.0036672173765239235
65,2455301.90412,1.001843765724025,0.0036909371821590153
66,2455303.91165,1.0027669229965872,0.0036943382269315483
67,2455304.74961,1.0120454110965418,0.0037285215176741104
68,2455306.68428,1.00832375776155,0.003714810409072844
69,2455306.72137,0.9972407117415494,0.0036739788662252804
70,2455306.78573,1.0046157902783943,0.003701149721127339
71,2455306.84899,1.00739548481125,0.0037113905174045447
72,2455306.8889,1.0064680664383254,0.003707973774122575
73,2455306.92691,1.0009214583192954,0.0036875392684224684
74,2455307.7348,0.9972407117415494,0.0036739788662252804
75,2455307.7984,1.0,0.0027631056275189136
76,2455307.83639,1.0036909309200965,0.0036977424056250374
77,2455307.8776,0.9981596274917236,0.003677364284616458
78,2455307.91522,1.0055415018560434,0.0037045601763288083
